Old_SampleID	dataset	genus_sp	subspecies	common_name	uniqueid	site	site_code	country	country_zoo	captivity_status	captivity_status_ext	amplicon	sample	Description	X.SampleID
54	moeller_2014	Pan_troglodytes	Pan_troglodytes_schweinfurthii	eastern_chimpanzee	54	gombe	GM	Tanzania	Tanzania	wild	wild	16s	wd.chi.GM.54	wild_chimp	wd.chi.GM.54.16s
55	moeller_2014	Pan_troglodytes	Pan_troglodytes_schweinfurthii	eastern_chimpanzee	55	gombe	GM	Tanzania	Tanzania	wild	wild	16s	wd.chi.GM.55	wild_chimp	wd.chi.GM.55.16s
56	moeller_2014	Pan_troglodytes	Pan_troglodytes_schweinfurthii	eastern_chimpanzee	56	gombe	GM	Tanzania	Tanzania	wild	wild	16s	wd.chi.GM.56	wild_chimp	wd.chi.GM.56.16s
57	moeller_2014	Pan_troglodytes	Pan_troglodytes_schweinfurthii	eastern_chimpanzee	57	gombe	GM	Tanzania	Tanzania	wild	wild	16s	wd.chi.GM.57	wild_chimp	wd.chi.GM.57.16s
58	moeller_2014	Pan_troglodytes	Pan_troglodytes_schweinfurthii	eastern_chimpanzee	58	gombe	GM	Tanzania	Tanzania	wild	wild	16s	wd.chi.GM.58	wild_chimp	wd.chi.GM.58.16s
59	moeller_2014	Pan_troglodytes	Pan_troglodytes_schweinfurthii	eastern_chimpanzee	59	gombe	GM	Tanzania	Tanzania	wild	wild	16s	wd.chi.GM.59	wild_chimp	wd.chi.GM.59.16s
6	moeller_2014	Pan_troglodytes	Pan_troglodytes_schweinfurthii	eastern_chimpanzee	6	gombe	GM	Tanzania	Tanzania	wild	wild	16s	wd.chi.GM.6	wild_chimp	wd.chi.GM.6.16s
60	moeller_2014	Pan_troglodytes	Pan_troglodytes_schweinfurthii	eastern_chimpanzee	60	gombe	GM	Tanzania	Tanzania	wild	wild	16s	wd.chi.GM.60	wild_chimp	wd.chi.GM.60.16s
61	moeller_2014	Pan_troglodytes	Pan_troglodytes_schweinfurthii	eastern_chimpanzee	61	gombe	GM	Tanzania	Tanzania	wild	wild	16s	wd.chi.GM.61	wild_chimp	wd.chi.GM.61.16s
62	moeller_2014	Pan_troglodytes	Pan_troglodytes_schweinfurthii	eastern_chimpanzee	62	gombe	GM	Tanzania	Tanzania	wild	wild	16s	wd.chi.GM.62	wild_chimp	wd.chi.GM.62.16s
7	moeller_2014	Pan_troglodytes	Pan_troglodytes_schweinfurthii	eastern_chimpanzee	7	gombe	GM	Tanzania	Tanzania	wild	wild	16s	wd.chi.GM.7	wild_chimp	wd.chi.GM.7.16s
8	moeller_2014	Pan_troglodytes	Pan_troglodytes_schweinfurthii	eastern_chimpanzee	8	gombe	GM	Tanzania	Tanzania	wild	wild	16s	wd.chi.GM.8	wild_chimp	wd.chi.GM.8.16s
89	moeller_2014	Pan_troglodytes	Pan_troglodytes_schweinfurthii	eastern_chimpanzee	89	gombe	GM	Tanzania	Tanzania	wild	wild	16s	wd.chi.GM.89	wild_chimp	wd.chi.GM.89.16s
9	moeller_2014	Pan_troglodytes	Pan_troglodytes_schweinfurthii	eastern_chimpanzee	9	gombe	GM	Tanzania	Tanzania	wild	wild	16s	wd.chi.GM.9	wild_chimp	wd.chi.GM.9.16s
90	moeller_2014	Pan_troglodytes	Pan_troglodytes_schweinfurthii	eastern_chimpanzee	90	gombe	GM	Tanzania	Tanzania	wild	wild	16s	wd.chi.GM.90	wild_chimp	wd.chi.GM.90.16s
91	moeller_2014	Pan_troglodytes	Pan_troglodytes_schweinfurthii	eastern_chimpanzee	91	gombe	GM	Tanzania	Tanzania	wild	wild	16s	wd.chi.GM.91	wild_chimp	wd.chi.GM.91.16s
92	moeller_2014	Pan_troglodytes	Pan_troglodytes_schweinfurthii	eastern_chimpanzee	92	gombe	GM	Tanzania	Tanzania	wild	wild	16s	wd.chi.GM.92	wild_chimp	wd.chi.GM.92.16s
93	moeller_2014	Pan_troglodytes	Pan_troglodytes_schweinfurthii	eastern_chimpanzee	93	gombe	GM	Tanzania	Tanzania	wild	wild	16s	wd.chi.GM.93	wild_chimp	wd.chi.GM.93.16s
94	moeller_2014	Pan_troglodytes	Pan_troglodytes_schweinfurthii	eastern_chimpanzee	94	gombe	GM	Tanzania	Tanzania	wild	wild	16s	wd.chi.GM.94	wild_chimp	wd.chi.GM.94.16s
95	moeller_2014	Pan_troglodytes	Pan_troglodytes_schweinfurthii	eastern_chimpanzee	95	gombe	GM	Tanzania	Tanzania	wild	wild	16s	wd.chi.GM.95	wild_chimp	wd.chi.GM.95.16s
96	moeller_2014	Pan_troglodytes	Pan_troglodytes_schweinfurthii	eastern_chimpanzee	96	gombe	GM	Tanzania	Tanzania	wild	wild	16s	wd.chi.GM.96	wild_chimp	wd.chi.GM.96.16s
97	moeller_2014	Pan_troglodytes	Pan_troglodytes_schweinfurthii	eastern_chimpanzee	97	gombe	GM	Tanzania	Tanzania	wild	wild	16s	wd.chi.GM.97	wild_chimp	wd.chi.GM.97.16s
98	moeller_2014	Pan_troglodytes	Pan_troglodytes_schweinfurthii	eastern_chimpanzee	98	gombe	GM	Tanzania	Tanzania	wild	wild	16s	wd.chi.GM.98	wild_chimp	wd.chi.GM.98.16s
99	moeller_2014	Pan_troglodytes	Pan_troglodytes_schweinfurthii	eastern_chimpanzee	99	gombe	GM	Tanzania	Tanzania	wild	wild	16s	wd.chi.GM.99	wild_chimp	wd.chi.GM.99.16s
a187	moeller_2014	Pan_paniscus	Pan_paniscus	bonobo	a187	lomako	LA	DRC	DRC	wild	wild	16s	wd.bon.LA.a187	wild_bonobo	wd.bon.LA.a187.16s
a188	moeller_2014	Pan_paniscus	Pan_paniscus	bonobo	a188	lomako	LA	DRC	DRC	wild	wild	16s	wd.bon.LA.a188	wild_bonobo	wd.bon.LA.a188.16s
a189	moeller_2014	Pan_paniscus	Pan_paniscus	bonobo	a189	lomako	LA	DRC	DRC	wild	wild	16s	wd.bon.LA.a189	wild_bonobo	wd.bon.LA.a189.16s
a190	moeller_2014	Pan_paniscus	Pan_paniscus	bonobo	a190	lomako	LA	DRC	DRC	wild	wild	16s	wd.bon.LA.a190	wild_bonobo	wd.bon.LA.a190.16s
a191	moeller_2014	Pan_paniscus	Pan_paniscus	bonobo	a191	lomako	LA	DRC	DRC	wild	wild	16s	wd.bon.LA.a191	wild_bonobo	wd.bon.LA.a191.16s
a192	moeller_2014	Pan_paniscus	Pan_paniscus	bonobo	a192	lomako	LA	DRC	DRC	wild	wild	16s	wd.bon.LA.a192	wild_bonobo	wd.bon.LA.a192.16s
a193	moeller_2014	Pan_paniscus	Pan_paniscus	bonobo	a193	lomako	LA	DRC	DRC	wild	wild	16s	wd.bon.LA.a193	wild_bonobo	wd.bon.LA.a193.16s
a194	moeller_2014	Pan_paniscus	Pan_paniscus	bonobo	a194	lomako	LA	DRC	DRC	wild	wild	16s	wd.bon.LA.a194	wild_bonobo	wd.bon.LA.a194.16s
a195	moeller_2014	Pan_paniscus	Pan_paniscus	bonobo	a195	lomako	LA	DRC	DRC	wild	wild	16s	wd.bon.LA.a195	wild_bonobo	wd.bon.LA.a195.16s
a196	moeller_2014	Pan_paniscus	Pan_paniscus	bonobo	a196	lomako	LA	DRC	DRC	wild	wild	16s	wd.bon.LA.a196	wild_bonobo	wd.bon.LA.a196.16s
a197	moeller_2014	Pan_paniscus	Pan_paniscus	bonobo	a197	lomako	LA	DRC	DRC	wild	wild	16s	wd.bon.LA.a197	wild_bonobo	wd.bon.LA.a197.16s
a198	moeller_2014	Pan_paniscus	Pan_paniscus	bonobo	a198	lomako	LA	DRC	DRC	wild	wild	16s	wd.bon.LA.a198	wild_bonobo	wd.bon.LA.a198.16s
a199	moeller_2014	Pan_paniscus	Pan_paniscus	bonobo	a199	lomako	LA	DRC	DRC	wild	wild	16s	wd.bon.LA.a199	wild_bonobo	wd.bon.LA.a199.16s
a200	moeller_2014	Pan_paniscus	Pan_paniscus	bonobo	a200	lomako	LA	DRC	DRC	wild	wild	16s	wd.bon.LA.a200	wild_bonobo	wd.bon.LA.a200.16s
a201	moeller_2014	Pan_paniscus	Pan_paniscus	bonobo	a201	lomako	LA	DRC	DRC	wild	wild	16s	wd.bon.LA.a201	wild_bonobo	wd.bon.LA.a201.16s
a202	moeller_2014	Pan_paniscus	Pan_paniscus	bonobo	a202	lomako	LA	DRC	DRC	wild	wild	16s	wd.bon.LA.a202	wild_bonobo	wd.bon.LA.a202.16s
a203	moeller_2014	Pan_paniscus	Pan_paniscus	bonobo	a203	lomako	LA	DRC	DRC	wild	wild	16s	wd.bon.LA.a203	wild_bonobo	wd.bon.LA.a203.16s
a204	moeller_2014	Pan_paniscus	Pan_paniscus	bonobo	a204	lomako	LA	DRC	DRC	wild	wild	16s	wd.bon.LA.a204	wild_bonobo	wd.bon.LA.a204.16s
a205	moeller_2014	Pan_paniscus	Pan_paniscus	bonobo	a205	lomako	LA	DRC	DRC	wild	wild	16s	wd.bon.LA.a205	wild_bonobo	wd.bon.LA.a205.16s
a206	moeller_2014	Pan_paniscus	Pan_paniscus	bonobo	a206	lomako	LA	DRC	DRC	wild	wild	16s	wd.bon.LA.a206	wild_bonobo	wd.bon.LA.a206.16s
a207	moeller_2014	Pan_paniscus	Pan_paniscus	bonobo	a207	malebo	ML	DRC	DRC	wild	wild	16s	wd.bon.ML.a207	wild_bonobo	wd.bon.ML.a207.16s
a208	moeller_2014	Pan_paniscus	Pan_paniscus	bonobo	a208	malebo	ML	DRC	DRC	wild	wild	16s	wd.bon.ML.a208	wild_bonobo	wd.bon.ML.a208.16s
a209	moeller_2014	Pan_paniscus	Pan_paniscus	bonobo	a209	malebo	ML	DRC	DRC	wild	wild	16s	wd.bon.ML.a209	wild_bonobo	wd.bon.ML.a209.16s
a210	moeller_2014	Pan_paniscus	Pan_paniscus	bonobo	a210	malebo	ML	DRC	DRC	wild	wild	16s	wd.bon.ML.a210	wild_bonobo	wd.bon.ML.a210.16s
a211	moeller_2014	Pan_paniscus	Pan_paniscus	bonobo	a211	malebo	ML	DRC	DRC	wild	wild	16s	wd.bon.ML.a211	wild_bonobo	wd.bon.ML.a211.16s
a212	moeller_2014	Pan_paniscus	Pan_paniscus	bonobo	a212	malebo	ML	DRC	DRC	wild	wild	16s	wd.bon.ML.a212	wild_bonobo	wd.bon.ML.a212.16s
a213	moeller_2014	Pan_paniscus	Pan_paniscus	bonobo	a213	malebo	ML	DRC	DRC	wild	wild	16s	wd.bon.ML.a213	wild_bonobo	wd.bon.ML.a213.16s
a214	moeller_2014	Pan_paniscus	Pan_paniscus	bonobo	a214	malebo	ML	DRC	DRC	wild	wild	16s	wd.bon.ML.a214	wild_bonobo	wd.bon.ML.a214.16s
a215	moeller_2014	Pan_paniscus	Pan_paniscus	bonobo	a215	malebo	ML	DRC	DRC	wild	wild	16s	wd.bon.ML.a215	wild_bonobo	wd.bon.ML.a215.16s
a216	moeller_2014	Pan_paniscus	Pan_paniscus	bonobo	a216	malebo	ML	DRC	DRC	wild	wild	16s	wd.bon.ML.a216	wild_bonobo	wd.bon.ML.a216.16s
a217	moeller_2014	Pan_paniscus	Pan_paniscus	bonobo	a217	malebo	ML	DRC	DRC	wild	wild	16s	wd.bon.ML.a217	wild_bonobo	wd.bon.ML.a217.16s
a218	moeller_2014	Pan_paniscus	Pan_paniscus	bonobo	a218	malebo	ML	DRC	DRC	wild	wild	16s	wd.bon.ML.a218	wild_bonobo	wd.bon.ML.a218.16s
a219	moeller_2014	Pan_paniscus	Pan_paniscus	bonobo	a219	malebo	ML	DRC	DRC	wild	wild	16s	wd.bon.ML.a219	wild_bonobo	wd.bon.ML.a219.16s
a220	moeller_2014	Pan_paniscus	Pan_paniscus	bonobo	a220	malebo	ML	DRC	DRC	wild	wild	16s	wd.bon.ML.a220	wild_bonobo	wd.bon.ML.a220.16s
a221	moeller_2014	Pan_paniscus	Pan_paniscus	bonobo	a221	malebo	ML	DRC	DRC	wild	wild	16s	wd.bon.ML.a221	wild_bonobo	wd.bon.ML.a221.16s
a222	moeller_2014	Pan_paniscus	Pan_paniscus	bonobo	a222	malebo	ML	DRC	DRC	wild	wild	16s	wd.bon.ML.a222	wild_bonobo	wd.bon.ML.a222.16s
a223	moeller_2014	Pan_paniscus	Pan_paniscus	bonobo	a223	malebo	ML	DRC	DRC	wild	wild	16s	wd.bon.ML.a223	wild_bonobo	wd.bon.ML.a223.16s
a224	moeller_2014	Pan_paniscus	Pan_paniscus	bonobo	a224	malebo	ML	DRC	DRC	wild	wild	16s	wd.bon.ML.a224	wild_bonobo	wd.bon.ML.a224.16s
a225	moeller_2014	Pan_paniscus	Pan_paniscus	bonobo	a225	malebo	ML	DRC	DRC	wild	wild	16s	wd.bon.ML.a225	wild_bonobo	wd.bon.ML.a225.16s
a226	moeller_2014	Pan_paniscus	Pan_paniscus	bonobo	a226	malebo	ML	DRC	DRC	wild	wild	16s	wd.bon.ML.a226	wild_bonobo	wd.bon.ML.a226.16s
a228	moeller_2014	Pan_paniscus	Pan_paniscus	bonobo	a228	malebo	ML	DRC	DRC	wild	wild	16s	wd.bon.ML.a228	wild_bonobo	wd.bon.ML.a228.16s
a229	moeller_2014	Pan_paniscus	Pan_paniscus	bonobo	a229	malebo	ML	DRC	DRC	wild	wild	16s	wd.bon.ML.a229	wild_bonobo	wd.bon.ML.a229.16s
a230	moeller_2014	Pan_paniscus	Pan_paniscus	bonobo	a230	malebo	ML	DRC	DRC	wild	wild	16s	wd.bon.ML.a230	wild_bonobo	wd.bon.ML.a230.16s
a231	moeller_2014	Pan_paniscus	Pan_paniscus	bonobo	a231	malebo	ML	DRC	DRC	wild	wild	16s	wd.bon.ML.a231	wild_bonobo	wd.bon.ML.a231.16s
a232	moeller_2014	Pan_paniscus	Pan_paniscus	bonobo	a232	malebo	ML	DRC	DRC	wild	wild	16s	wd.bon.ML.a232	wild_bonobo	wd.bon.ML.a232.16s
a233	moeller_2014	Pan_paniscus	Pan_paniscus	bonobo	a233	malebo	ML	DRC	DRC	wild	wild	16s	wd.bon.ML.a233	wild_bonobo	wd.bon.ML.a233.16s
a234	moeller_2014	Pan_paniscus	Pan_paniscus	bonobo	a234	malebo	ML	DRC	DRC	wild	wild	16s	wd.bon.ML.a234	wild_bonobo	wd.bon.ML.a234.16s
a235	moeller_2014	Pan_paniscus	Pan_paniscus	bonobo	a235	malebo	ML	DRC	DRC	wild	wild	16s	wd.bon.ML.a235	wild_bonobo	wd.bon.ML.a235.16s
a236	moeller_2014	Pan_paniscus	Pan_paniscus	bonobo	a236	malebo	ML	DRC	DRC	wild	wild	16s	wd.bon.ML.a236	wild_bonobo	wd.bon.ML.a236.16s
a237	moeller_2014	Pan_paniscus	Pan_paniscus	bonobo	a237	malebo	ML	DRC	DRC	wild	wild	16s	wd.bon.ML.a237	wild_bonobo	wd.bon.ML.a237.16s
a238	moeller_2014	Pan_paniscus	Pan_paniscus	bonobo	a238	malebo	ML	DRC	DRC	wild	wild	16s	wd.bon.ML.a238	wild_bonobo	wd.bon.ML.a238.16s
a239	moeller_2014	Pan_paniscus	Pan_paniscus	bonobo	a239	malebo	ML	DRC	DRC	wild	wild	16s	wd.bon.ML.a239	wild_bonobo	wd.bon.ML.a239.16s
a240	moeller_2014	Pan_paniscus	Pan_paniscus	bonobo	a240	malebo	ML	DRC	DRC	wild	wild	16s	wd.bon.ML.a240	wild_bonobo	wd.bon.ML.a240.16s
a241	moeller_2014	Pan_paniscus	Pan_paniscus	bonobo	a241	malebo	ML	DRC	DRC	wild	wild	16s	wd.bon.ML.a241	wild_bonobo	wd.bon.ML.a241.16s
a242	moeller_2014	Pan_paniscus	Pan_paniscus	bonobo	a242	malebo	ML	DRC	DRC	wild	wild	16s	wd.bon.ML.a242	wild_bonobo	wd.bon.ML.a242.16s
a243	moeller_2014	Pan_paniscus	Pan_paniscus	bonobo	a243	malebo	ML	DRC	DRC	wild	wild	16s	wd.bon.ML.a243	wild_bonobo	wd.bon.ML.a243.16s
a244	moeller_2014	Pan_paniscus	Pan_paniscus	bonobo	a244	malebo	ML	DRC	DRC	wild	wild	16s	wd.bon.ML.a244	wild_bonobo	wd.bon.ML.a244.16s
a245	moeller_2014	Pan_paniscus	Pan_paniscus	bonobo	a245	malebo	ML	DRC	DRC	wild	wild	16s	wd.bon.ML.a245	wild_bonobo	wd.bon.ML.a245.16s
a246	moeller_2014	Pan_paniscus	Pan_paniscus	bonobo	a246	malebo	ML	DRC	DRC	wild	wild	16s	wd.bon.ML.a246	wild_bonobo	wd.bon.ML.a246.16s
a247	moeller_2014	Pan_paniscus	Pan_paniscus	bonobo	a247	malebo	ML	DRC	DRC	wild	wild	16s	wd.bon.ML.a247	wild_bonobo	wd.bon.ML.a247.16s
a248	moeller_2014	Pan_paniscus	Pan_paniscus	bonobo	a248	malebo	ML	DRC	DRC	wild	wild	16s	wd.bon.ML.a248	wild_bonobo	wd.bon.ML.a248.16s
a249	moeller_2014	Pan_paniscus	Pan_paniscus	bonobo	a249	malebo	ML	DRC	DRC	wild	wild	16s	wd.bon.ML.a249	wild_bonobo	wd.bon.ML.a249.16s
a250	moeller_2014	Pan_paniscus	Pan_paniscus	bonobo	a250	malebo	ML	DRC	DRC	wild	wild	16s	wd.bon.ML.a250	wild_bonobo	wd.bon.ML.a250.16s
a251	moeller_2014	Pan_paniscus	Pan_paniscus	bonobo	a251	malebo	ML	DRC	DRC	wild	wild	16s	wd.bon.ML.a251	wild_bonobo	wd.bon.ML.a251.16s
a252	moeller_2014	Pan_paniscus	Pan_paniscus	bonobo	a252	malebo	ML	DRC	DRC	wild	wild	16s	wd.bon.ML.a252	wild_bonobo	wd.bon.ML.a252.16s
a253	moeller_2014	Pan_paniscus	Pan_paniscus	bonobo	a253	malebo	ML	DRC	DRC	wild	wild	16s	wd.bon.ML.a253	wild_bonobo	wd.bon.ML.a253.16s
a254	moeller_2014	Pan_paniscus	Pan_paniscus	bonobo	a254	malebo	ML	DRC	DRC	wild	wild	16s	wd.bon.ML.a254	wild_bonobo	wd.bon.ML.a254.16s
a255	moeller_2014	Pan_paniscus	Pan_paniscus	bonobo	a255	malebo	ML	DRC	DRC	wild	wild	16s	wd.bon.ML.a255	wild_bonobo	wd.bon.ML.a255.16s
a256	moeller_2014	Pan_paniscus	Pan_paniscus	bonobo	a256	malebo	ML	DRC	DRC	wild	wild	16s	wd.bon.ML.a256	wild_bonobo	wd.bon.ML.a256.16s
a172	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a172	Bipindi	BI	Cameroon	Cameroon	wild	wild	16s	wd.gor.BI.a172	wild_gorilla	wd.gor.BI.a172.16s
a173	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a173	Bipindi	BI	Cameroon	Cameroon	wild	wild	16s	wd.gor.BI.a173	wild_gorilla	wd.gor.BI.a173.16s
a174	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a174	Bipindi	BI	Cameroon	Cameroon	wild	wild	16s	wd.gor.BI.a174	wild_gorilla	wd.gor.BI.a174.16s
a175	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a175	Bipindi	BI	Cameroon	Cameroon	wild	wild	16s	wd.gor.BI.a175	wild_gorilla	wd.gor.BI.a175.16s
a176	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a176	Bipindi	BI	Cameroon	Cameroon	wild	wild	16s	wd.gor.BI.a176	wild_gorilla	wd.gor.BI.a176.16s
a177	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a177	Bipindi	BI	Cameroon	Cameroon	wild	wild	16s	wd.gor.BI.a177	wild_gorilla	wd.gor.BI.a177.16s
a178	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a178	Bipindi	BI	Cameroon	Cameroon	wild	wild	16s	wd.gor.BI.a178	wild_gorilla	wd.gor.BI.a178.16s
a179	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a179	Bipindi	BI	Cameroon	Cameroon	wild	wild	16s	wd.gor.BI.a179	wild_gorilla	wd.gor.BI.a179.16s
a180	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a180	Bipindi	BI	Cameroon	Cameroon	wild	wild	16s	wd.gor.BI.a180	wild_gorilla	wd.gor.BI.a180.16s
a181	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a181	Bipindi	BI	Cameroon	Cameroon	wild	wild	16s	wd.gor.BI.a181	wild_gorilla	wd.gor.BI.a181.16s
a182	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a182	Bipindi	BI	Cameroon	Cameroon	wild	wild	16s	wd.gor.BI.a182	wild_gorilla	wd.gor.BI.a182.16s
a183	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a183	Bipindi	BI	Cameroon	Cameroon	wild	wild	16s	wd.gor.BI.a183	wild_gorilla	wd.gor.BI.a183.16s
a184	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a184	Bipindi	BI	Cameroon	Cameroon	wild	wild	16s	wd.gor.BI.a184	wild_gorilla	wd.gor.BI.a184.16s
a185	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a185	Bipindi	BI	Cameroon	Cameroon	wild	wild	16s	wd.gor.BI.a185	wild_gorilla	wd.gor.BI.a185.16s
a186	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a186	Bipindi	BI	Cameroon	Cameroon	wild	wild	16s	wd.gor.BI.a186	wild_gorilla	wd.gor.BI.a186.16s
a122	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a122	Belgique	BQ	Cameroon	Cameroon	wild	wild	16s	wd.gor.BQ.a122	wild_gorilla	wd.gor.BQ.a122.16s
a123	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a123	Belgique	BQ	Cameroon	Cameroon	wild	wild	16s	wd.gor.BQ.a123	wild_gorilla	wd.gor.BQ.a123.16s
a124	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a124	Belgique	BQ	Cameroon	Cameroon	wild	wild	16s	wd.gor.BQ.a124	wild_gorilla	wd.gor.BQ.a124.16s
a125	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a125	Belgique	BQ	Cameroon	Cameroon	wild	wild	16s	wd.gor.BQ.a125	wild_gorilla	wd.gor.BQ.a125.16s
a126	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a126	Belgique	BQ	Cameroon	Cameroon	wild	wild	16s	wd.gor.BQ.a126	wild_gorilla	wd.gor.BQ.a126.16s
a127	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a127	Belgique	BQ	Cameroon	Cameroon	wild	wild	16s	wd.gor.BQ.a127	wild_gorilla	wd.gor.BQ.a127.16s
a128	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a128	Belgique	BQ	Cameroon	Cameroon	wild	wild	16s	wd.gor.BQ.a128	wild_gorilla	wd.gor.BQ.a128.16s
a129	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a129	Belgique	BQ	Cameroon	Cameroon	wild	wild	16s	wd.gor.BQ.a129	wild_gorilla	wd.gor.BQ.a129.16s
a130	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a130	Belgique	BQ	Cameroon	Cameroon	wild	wild	16s	wd.gor.BQ.a130	wild_gorilla	wd.gor.BQ.a130.16s
a131	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a131	Belgique	BQ	Cameroon	Cameroon	wild	wild	16s	wd.gor.BQ.a131	wild_gorilla	wd.gor.BQ.a131.16s
a10	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a10	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a10	wild_gorilla	wd.gor.CP.a10.16s
a100	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a100	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a100	wild_gorilla	wd.gor.CP.a100.16s
a101	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a101	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a101	wild_gorilla	wd.gor.CP.a101.16s
a102	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a102	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a102	wild_gorilla	wd.gor.CP.a102.16s
a103	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a103	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a103	wild_gorilla	wd.gor.CP.a103.16s
a104	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a104	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a104	wild_gorilla	wd.gor.CP.a104.16s
a105	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a105	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a105	wild_gorilla	wd.gor.CP.a105.16s
a106	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a106	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a106	wild_gorilla	wd.gor.CP.a106.16s
a107	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a107	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a107	wild_gorilla	wd.gor.CP.a107.16s
a108	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a108	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a108	wild_gorilla	wd.gor.CP.a108.16s
a109	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a109	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a109	wild_gorilla	wd.gor.CP.a109.16s
a110	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a110	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a110	wild_gorilla	wd.gor.CP.a110.16s
a111	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a111	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a111	wild_gorilla	wd.gor.CP.a111.16s
a112	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a112	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a112	wild_gorilla	wd.gor.CP.a112.16s
a113	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a113	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a113	wild_gorilla	wd.gor.CP.a113.16s
