#SampleID	Old_SampleID	dataset	genus_sp	subspecies	common_name	uniqueid	site	site_code	country	country_zoo	captivity_status	captivity_status_ext	amplicon	sample	Description
we.hum.UMN.CS232.16s	CS.232	vangay_2018	Homo_sapiens	Homo_sapiens	human	CS232	Hmong2nd	UMN	USA	USA	industrialized_human	industrialized_human2nd	16s	we.hum.UMN.CS232	industrialized_human
we.hum.UMN.CS235.16s	CS.235	vangay_2018	Homo_sapiens	Homo_sapiens	human	CS235	Hmong2nd	UMN	USA	USA	industrialized_human	industrialized_human2nd	16s	we.hum.UMN.CS235	industrialized_human
we.hum.UMN.CS236.16s	CS.236	vangay_2018	Homo_sapiens	Homo_sapiens	human	CS236	Hmong2nd	UMN	USA	USA	industrialized_human	industrialized_human2nd	16s	we.hum.UMN.CS236	industrialized_human
we.hum.UMN.CS247.16s	CS.247	vangay_2018	Homo_sapiens	Homo_sapiens	human	CS247	Hmong2nd	UMN	USA	USA	industrialized_human	industrialized_human2nd	16s	we.hum.UMN.CS247	industrialized_human
we.hum.UMN.CS267.16s	CS.267	vangay_2018	Homo_sapiens	Homo_sapiens	human	CS267	Hmong2nd	UMN	USA	USA	industrialized_human	industrialized_human2nd	16s	we.hum.UMN.CS267	industrialized_human
we.hum.UMN.CS282.16s	CS.282	vangay_2018	Homo_sapiens	Homo_sapiens	human	CS282	Hmong2nd	UMN	USA	USA	industrialized_human	industrialized_human2nd	16s	we.hum.UMN.CS282	industrialized_human
we.hum.UMN.CS283.16s	CS.283	vangay_2018	Homo_sapiens	Homo_sapiens	human	CS283	Hmong2nd	UMN	USA	USA	industrialized_human	industrialized_human2nd	16s	we.hum.UMN.CS283	industrialized_human
we.hum.UMN.CS285.16s	CS.285	vangay_2018	Homo_sapiens	Homo_sapiens	human	CS285	Hmong2nd	UMN	USA	USA	industrialized_human	industrialized_human2nd	16s	we.hum.UMN.CS285	industrialized_human
we.hum.UMN.CS292.16s	CS.292	vangay_2018	Homo_sapiens	Homo_sapiens	human	CS292	Hmong2nd	UMN	USA	USA	industrialized_human	industrialized_human2nd	16s	we.hum.UMN.CS292	industrialized_human
we.hum.UMN.CS298.16s	CS.298	vangay_2018	Homo_sapiens	Homo_sapiens	human	CS298	Hmong2nd	UMN	USA	USA	industrialized_human	industrialized_human2nd	16s	we.hum.UMN.CS298	industrialized_human
we.hum.UMN.CS302.16s	CS.302	vangay_2018	Homo_sapiens	Homo_sapiens	human	CS302	Hmong2nd	UMN	USA	USA	industrialized_human	industrialized_human2nd	16s	we.hum.UMN.CS302	industrialized_human
we.hum.UMN.CS318.16s	CS.318	vangay_2018	Homo_sapiens	Homo_sapiens	human	CS318	Hmong2nd	UMN	USA	USA	industrialized_human	industrialized_human2nd	16s	we.hum.UMN.CS318	industrialized_human
we.hum.UMN.CS319.16s	CS.319	vangay_2018	Homo_sapiens	Homo_sapiens	human	CS319	Hmong2nd	UMN	USA	USA	industrialized_human	industrialized_human2nd	16s	we.hum.UMN.CS319	industrialized_human
we.hum.UMN.CS320.16s	CS.320	vangay_2018	Homo_sapiens	Homo_sapiens	human	CS320	Hmong2nd	UMN	USA	USA	industrialized_human	industrialized_human2nd	16s	we.hum.UMN.CS320	industrialized_human
we.hum.UMN.CS321.16s	CS.321	vangay_2018	Homo_sapiens	Homo_sapiens	human	CS321	Hmong2nd	UMN	USA	USA	industrialized_human	industrialized_human2nd	16s	we.hum.UMN.CS321	industrialized_human
we.hum.UMN.CS322.16s	CS.322	vangay_2018	Homo_sapiens	Homo_sapiens	human	CS322	Hmong2nd	UMN	USA	USA	industrialized_human	industrialized_human2nd	16s	we.hum.UMN.CS322	industrialized_human
we.hum.UMN.CS331.16s	CS.331	vangay_2018	Homo_sapiens	Homo_sapiens	human	CS331	Hmong2nd	UMN	USA	USA	industrialized_human	industrialized_human2nd	16s	we.hum.UMN.CS331	industrialized_human
we.hum.UMN.CS333.16s	CS.333	vangay_2018	Homo_sapiens	Homo_sapiens	human	CS333	Hmong2nd	UMN	USA	USA	industrialized_human	industrialized_human2nd	16s	we.hum.UMN.CS333	industrialized_human
we.hum.UMN.CS339.16s	CS.339	vangay_2018	Homo_sapiens	Homo_sapiens	human	CS339	Hmong2nd	UMN	USA	USA	industrialized_human	industrialized_human2nd	16s	we.hum.UMN.CS339	industrialized_human
we.hum.UMN.CS343.16s	CS.343	vangay_2018	Homo_sapiens	Homo_sapiens	human	CS343	Hmong2nd	UMN	USA	USA	industrialized_human	industrialized_human2nd	16s	we.hum.UMN.CS343	industrialized_human
we.hum.UMN.CS351.16s	CS.351	vangay_2018	Homo_sapiens	Homo_sapiens	human	CS351	Hmong2nd	UMN	USA	USA	industrialized_human	industrialized_human2nd	16s	we.hum.UMN.CS351	industrialized_human
we.hum.UMN.CS361.16s	CS.361	vangay_2018	Homo_sapiens	Homo_sapiens	human	CS361	Hmong2nd	UMN	USA	USA	industrialized_human	industrialized_human2nd	16s	we.hum.UMN.CS361	industrialized_human
we.hum.UMN.CS362.16s	CS.362	vangay_2018	Homo_sapiens	Homo_sapiens	human	CS362	Hmong2nd	UMN	USA	USA	industrialized_human	industrialized_human2nd	16s	we.hum.UMN.CS362	industrialized_human
we.hum.UMN.CS374.16s	CS.374	vangay_2018	Homo_sapiens	Homo_sapiens	human	CS374	Hmong2nd	UMN	USA	USA	industrialized_human	industrialized_human2nd	16s	we.hum.UMN.CS374	industrialized_human
we.hum.UMN.CS375.16s	CS.375	vangay_2018	Homo_sapiens	Homo_sapiens	human	CS375	Hmong2nd	UMN	USA	USA	industrialized_human	industrialized_human2nd	16s	we.hum.UMN.CS375	industrialized_human
we.hum.UMN.CS376.16s	CS.376	vangay_2018	Homo_sapiens	Homo_sapiens	human	CS376	Hmong2nd	UMN	USA	USA	industrialized_human	industrialized_human2nd	16s	we.hum.UMN.CS376	industrialized_human
we.hum.UMN.CS378.16s	CS.378	vangay_2018	Homo_sapiens	Homo_sapiens	human	CS378	Hmong2nd	UMN	USA	USA	industrialized_human	industrialized_human2nd	16s	we.hum.UMN.CS378	industrialized_human
we.hum.UMN.CS380.16s	CS.380	vangay_2018	Homo_sapiens	Homo_sapiens	human	CS380	Hmong2nd	UMN	USA	USA	industrialized_human	industrialized_human2nd	16s	we.hum.UMN.CS380	industrialized_human
we.hum.UMN.CS500.16s	CS.500	vangay_2018	Homo_sapiens	Homo_sapiens	human	CS500	Hmong2nd	UMN	USA	USA	industrialized_human	industrialized_human2nd	16s	we.hum.UMN.CS500	industrialized_human
we.hum.UMN.IMP178.16s	IMP.178	vangay_2018	Homo_sapiens	Homo_sapiens	human	IMP178	Hmong2nd	UMN	USA	USA	industrialized_human	industrialized_human2nd	16s	we.hum.UMN.IMP178	industrialized_human
we.hum.UMN.IMP211.16s	IMP.211	vangay_2018	Homo_sapiens	Homo_sapiens	human	IMP211	Hmong2nd	UMN	USA	USA	industrialized_human	industrialized_human2nd	16s	we.hum.UMN.IMP211	industrialized_human
we.hum.UMN.IMP263.16s	IMP.263	vangay_2018	Homo_sapiens	Homo_sapiens	human	IMP263	Hmong2nd	UMN	USA	USA	industrialized_human	industrialized_human2nd	16s	we.hum.UMN.IMP263	industrialized_human
we.hum.UMN.IMP264.16s	IMP.264	vangay_2018	Homo_sapiens	Homo_sapiens	human	IMP264	Hmong2nd	UMN	USA	USA	industrialized_human	industrialized_human2nd	16s	we.hum.UMN.IMP264	industrialized_human
we.hum.UMN.IMP267.16s	IMP.267	vangay_2018	Homo_sapiens	Homo_sapiens	human	IMP267	Hmong2nd	UMN	USA	USA	industrialized_human	industrialized_human2nd	16s	we.hum.UMN.IMP267	industrialized_human
we.hum.UK.2634.16s	ERR1382634	goodrich_2016	Homo_sapiens	Homo_sapiens	human	2634	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.2634	industrialized_human
we.hum.UK.4106.16s	ERR1384106	goodrich_2016	Homo_sapiens	Homo_sapiens	human	4106	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.4106	industrialized_human
we.hum.UK.3362.16s	ERR1383362	goodrich_2016	Homo_sapiens	Homo_sapiens	human	3362	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.3362	industrialized_human
we.hum.UK.4923.16s	ERR1384923	goodrich_2016	Homo_sapiens	Homo_sapiens	human	4923	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.4923	industrialized_human
we.hum.UK.4188.16s	ERR1384188	goodrich_2016	Homo_sapiens	Homo_sapiens	human	4188	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.4188	industrialized_human
we.hum.UK.5080.16s	ERR1385080	goodrich_2016	Homo_sapiens	Homo_sapiens	human	5080	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.5080	industrialized_human
we.hum.UK.2908.16s	ERR1382908	goodrich_2016	Homo_sapiens	Homo_sapiens	human	2908	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.2908	industrialized_human
we.hum.UK.2950.16s	ERR1382950	goodrich_2016	Homo_sapiens	Homo_sapiens	human	2950	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.2950	industrialized_human
we.hum.UK.4284.16s	ERR1384284	goodrich_2016	Homo_sapiens	Homo_sapiens	human	4284	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.4284	industrialized_human
we.hum.UK.3327.16s	ERR1383327	goodrich_2016	Homo_sapiens	Homo_sapiens	human	3327	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.3327	industrialized_human
we.hum.UK.4626.16s	ERR1384626	goodrich_2016	Homo_sapiens	Homo_sapiens	human	4626	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.4626	industrialized_human
we.hum.UK.4969.16s	ERR1384969	goodrich_2016	Homo_sapiens	Homo_sapiens	human	4969	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.4969	industrialized_human
we.hum.UK.4366.16s	ERR1384366	goodrich_2016	Homo_sapiens	Homo_sapiens	human	4366	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.4366	industrialized_human
we.hum.UK.4779.16s	ERR1384779	goodrich_2016	Homo_sapiens	Homo_sapiens	human	4779	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.4779	industrialized_human
we.hum.UK.4213.16s	ERR1384213	goodrich_2016	Homo_sapiens	Homo_sapiens	human	4213	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.4213	industrialized_human
we.hum.UK.5503.16s	ERR1385503	goodrich_2016	Homo_sapiens	Homo_sapiens	human	5503	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.5503	industrialized_human
we.hum.UK.3585.16s	ERR1383585	goodrich_2016	Homo_sapiens	Homo_sapiens	human	3585	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.3585	industrialized_human
we.hum.UK.2351.16s	ERR1382351	goodrich_2016	Homo_sapiens	Homo_sapiens	human	2351	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.2351	industrialized_human
we.hum.UK.4930.16s	ERR1384930	goodrich_2016	Homo_sapiens	Homo_sapiens	human	4930	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.4930	industrialized_human
we.hum.UK.3422.16s	ERR1383422	goodrich_2016	Homo_sapiens	Homo_sapiens	human	3422	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.3422	industrialized_human
we.hum.UK.5079.16s	ERR1385079	goodrich_2016	Homo_sapiens	Homo_sapiens	human	5079	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.5079	industrialized_human
we.hum.UK.3474.16s	ERR1383474	goodrich_2016	Homo_sapiens	Homo_sapiens	human	3474	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.3474	industrialized_human
we.hum.UK.4045.16s	ERR1384045	goodrich_2016	Homo_sapiens	Homo_sapiens	human	4045	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.4045	industrialized_human
we.hum.UK.4631.16s	ERR1384631	goodrich_2016	Homo_sapiens	Homo_sapiens	human	4631	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.4631	industrialized_human
we.hum.UK.4737.16s	ERR1384737	goodrich_2016	Homo_sapiens	Homo_sapiens	human	4737	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.4737	industrialized_human
we.hum.UK.2855.16s	ERR1382855	goodrich_2016	Homo_sapiens	Homo_sapiens	human	2855	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.2855	industrialized_human
we.hum.UK.5175.16s	ERR1385175	goodrich_2016	Homo_sapiens	Homo_sapiens	human	5175	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.5175	industrialized_human
we.hum.UK.3588.16s	ERR1383588	goodrich_2016	Homo_sapiens	Homo_sapiens	human	3588	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.3588	industrialized_human
we.hum.UK.5205.16s	ERR1385205	goodrich_2016	Homo_sapiens	Homo_sapiens	human	5205	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.5205	industrialized_human
we.hum.UK.3590.16s	ERR1383590	goodrich_2016	Homo_sapiens	Homo_sapiens	human	3590	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.3590	industrialized_human
we.hum.UK.5425.16s	ERR1385425	goodrich_2016	Homo_sapiens	Homo_sapiens	human	5425	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.5425	industrialized_human
we.hum.UK.4681.16s	ERR1384681	goodrich_2016	Homo_sapiens	Homo_sapiens	human	4681	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.4681	industrialized_human
we.hum.UK.5426.16s	ERR1385426	goodrich_2016	Homo_sapiens	Homo_sapiens	human	5426	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.5426	industrialized_human
we.hum.UK.3137.16s	ERR1383137	goodrich_2016	Homo_sapiens	Homo_sapiens	human	3137	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.3137	industrialized_human
we.hum.UK.3673.16s	ERR1383673	goodrich_2016	Homo_sapiens	Homo_sapiens	human	3673	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.3673	industrialized_human
we.hum.UK.4792.16s	ERR1384792	goodrich_2016	Homo_sapiens	Homo_sapiens	human	4792	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.4792	industrialized_human
we.hum.UK.4733.16s	ERR1384733	goodrich_2016	Homo_sapiens	Homo_sapiens	human	4733	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.4733	industrialized_human
we.hum.UK.3000.16s	ERR1383000	goodrich_2016	Homo_sapiens	Homo_sapiens	human	3000	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.3000	industrialized_human
we.hum.UK.3826.16s	ERR1383826	goodrich_2016	Homo_sapiens	Homo_sapiens	human	3826	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.3826	industrialized_human
we.hum.UK.2550.16s	ERR1382550	goodrich_2016	Homo_sapiens	Homo_sapiens	human	2550	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.2550	industrialized_human
we.hum.UK.2297.16s	ERR1382297	goodrich_2016	Homo_sapiens	Homo_sapiens	human	2297	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.2297	industrialized_human
we.hum.UK.2489.16s	ERR1382489	goodrich_2016	Homo_sapiens	Homo_sapiens	human	2489	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.2489	industrialized_human
we.hum.UK.2504.16s	ERR1382504	goodrich_2016	Homo_sapiens	Homo_sapiens	human	2504	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.2504	industrialized_human
we.hum.UK.2508.16s	ERR1382508	goodrich_2016	Homo_sapiens	Homo_sapiens	human	2508	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.2508	industrialized_human
we.hum.UK.2536.16s	ERR1382536	goodrich_2016	Homo_sapiens	Homo_sapiens	human	2536	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.2536	industrialized_human
we.hum.UK.2538.16s	ERR1382538	goodrich_2016	Homo_sapiens	Homo_sapiens	human	2538	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.2538	industrialized_human
we.hum.UK.2544.16s	ERR1382544	goodrich_2016	Homo_sapiens	Homo_sapiens	human	2544	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.2544	industrialized_human
we.hum.UK.2619.16s	ERR1382619	goodrich_2016	Homo_sapiens	Homo_sapiens	human	2619	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.2619	industrialized_human
we.hum.UK.2704.16s	ERR1382704	goodrich_2016	Homo_sapiens	Homo_sapiens	human	2704	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.2704	industrialized_human
we.hum.UK.2711.16s	ERR1382711	goodrich_2016	Homo_sapiens	Homo_sapiens	human	2711	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.2711	industrialized_human
we.hum.UK.2717.16s	ERR1382717	goodrich_2016	Homo_sapiens	Homo_sapiens	human	2717	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.2717	industrialized_human
we.hum.UK.2793.16s	ERR1382793	goodrich_2016	Homo_sapiens	Homo_sapiens	human	2793	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.2793	industrialized_human
we.hum.UK.2804.16s	ERR1382804	goodrich_2016	Homo_sapiens	Homo_sapiens	human	2804	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.2804	industrialized_human
we.hum.UK.2867.16s	ERR1382867	goodrich_2016	Homo_sapiens	Homo_sapiens	human	2867	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.2867	industrialized_human
we.hum.UK.2893.16s	ERR1382893	goodrich_2016	Homo_sapiens	Homo_sapiens	human	2893	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.2893	industrialized_human
we.hum.UK.2895.16s	ERR1382895	goodrich_2016	Homo_sapiens	Homo_sapiens	human	2895	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.2895	industrialized_human
we.hum.UK.2907.16s	ERR1382907	goodrich_2016	Homo_sapiens	Homo_sapiens	human	2907	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.2907	industrialized_human
we.hum.UK.2948.16s	ERR1382948	goodrich_2016	Homo_sapiens	Homo_sapiens	human	2948	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.2948	industrialized_human
we.hum.UK.2992.16s	ERR1382992	goodrich_2016	Homo_sapiens	Homo_sapiens	human	2992	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.2992	industrialized_human
we.hum.UK.3229.16s	ERR1383229	goodrich_2016	Homo_sapiens	Homo_sapiens	human	3229	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.3229	industrialized_human
we.hum.UK.3262.16s	ERR1383262	goodrich_2016	Homo_sapiens	Homo_sapiens	human	3262	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.3262	industrialized_human
we.hum.UK.3309.16s	ERR1383309	goodrich_2016	Homo_sapiens	Homo_sapiens	human	3309	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.3309	industrialized_human
we.hum.UK.3350.16s	ERR1383350	goodrich_2016	Homo_sapiens	Homo_sapiens	human	3350	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.3350	industrialized_human
we.hum.UK.3376.16s	ERR1383376	goodrich_2016	Homo_sapiens	Homo_sapiens	human	3376	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.3376	industrialized_human
we.hum.UK.3478.16s	ERR1383478	goodrich_2016	Homo_sapiens	Homo_sapiens	human	3478	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.3478	industrialized_human
we.hum.UK.3634.16s	ERR1383634	goodrich_2016	Homo_sapiens	Homo_sapiens	human	3634	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.3634	industrialized_human
we.hum.UK.3645.16s	ERR1383645	goodrich_2016	Homo_sapiens	Homo_sapiens	human	3645	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.3645	industrialized_human
we.hum.UK.3773.16s	ERR1383773	goodrich_2016	Homo_sapiens	Homo_sapiens	human	3773	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.3773	industrialized_human
we.hum.UK.3785.16s	ERR1383785	goodrich_2016	Homo_sapiens	Homo_sapiens	human	3785	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.3785	industrialized_human
we.hum.UK.3808.16s	ERR1383808	goodrich_2016	Homo_sapiens	Homo_sapiens	human	3808	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.3808	industrialized_human
we.hum.UK.3842.16s	ERR1383842	goodrich_2016	Homo_sapiens	Homo_sapiens	human	3842	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.3842	industrialized_human
we.hum.UK.3916.16s	ERR1383916	goodrich_2016	Homo_sapiens	Homo_sapiens	human	3916	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.3916	industrialized_human
we.hum.UK.3981.16s	ERR1383981	goodrich_2016	Homo_sapiens	Homo_sapiens	human	3981	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.3981	industrialized_human
we.hum.UK.4047.16s	ERR1384047	goodrich_2016	Homo_sapiens	Homo_sapiens	human	4047	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.4047	industrialized_human
we.hum.UK.4088.16s	ERR1384088	goodrich_2016	Homo_sapiens	Homo_sapiens	human	4088	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.4088	industrialized_human
we.hum.UK.4143.16s	ERR1384143	goodrich_2016	Homo_sapiens	Homo_sapiens	human	4143	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.4143	industrialized_human
we.hum.UK.4159.16s	ERR1384159	goodrich_2016	Homo_sapiens	Homo_sapiens	human	4159	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.4159	industrialized_human
we.hum.UK.4204.16s	ERR1384204	goodrich_2016	Homo_sapiens	Homo_sapiens	human	4204	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.4204	industrialized_human
we.hum.UK.4214.16s	ERR1384214	goodrich_2016	Homo_sapiens	Homo_sapiens	human	4214	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.4214	industrialized_human
we.hum.UK.4258.16s	ERR1384258	goodrich_2016	Homo_sapiens	Homo_sapiens	human	4258	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.4258	industrialized_human
we.hum.UK.4294.16s	ERR1384294	goodrich_2016	Homo_sapiens	Homo_sapiens	human	4294	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.4294	industrialized_human
we.hum.UK.4308.16s	ERR1384308	goodrich_2016	Homo_sapiens	Homo_sapiens	human	4308	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.4308	industrialized_human
we.hum.UK.4336.16s	ERR1384336	goodrich_2016	Homo_sapiens	Homo_sapiens	human	4336	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.4336	industrialized_human
we.hum.UK.4411.16s	ERR1384411	goodrich_2016	Homo_sapiens	Homo_sapiens	human	4411	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.4411	industrialized_human
we.hum.UK.4508.16s	ERR1384508	goodrich_2016	Homo_sapiens	Homo_sapiens	human	4508	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.4508	industrialized_human
we.hum.UK.4583.16s	ERR1384583	goodrich_2016	Homo_sapiens	Homo_sapiens	human	4583	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.4583	industrialized_human
we.hum.UK.4670.16s	ERR1384670	goodrich_2016	Homo_sapiens	Homo_sapiens	human	4670	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.4670	industrialized_human
we.hum.UK.4675.16s	ERR1384675	goodrich_2016	Homo_sapiens	Homo_sapiens	human	4675	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.4675	industrialized_human
we.hum.UK.4678.16s	ERR1384678	goodrich_2016	Homo_sapiens	Homo_sapiens	human	4678	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.4678	industrialized_human
we.hum.UK.4709.16s	ERR1384709	goodrich_2016	Homo_sapiens	Homo_sapiens	human	4709	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.4709	industrialized_human
we.hum.UK.4712.16s	ERR1384712	goodrich_2016	Homo_sapiens	Homo_sapiens	human	4712	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.4712	industrialized_human
we.hum.UK.4805.16s	ERR1384805	goodrich_2016	Homo_sapiens	Homo_sapiens	human	4805	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.4805	industrialized_human
we.hum.UK.4932.16s	ERR1384932	goodrich_2016	Homo_sapiens	Homo_sapiens	human	4932	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.4932	industrialized_human
we.hum.UK.5006.16s	ERR1385006	goodrich_2016	Homo_sapiens	Homo_sapiens	human	5006	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.5006	industrialized_human
we.hum.UK.5021.16s	ERR1385021	goodrich_2016	Homo_sapiens	Homo_sapiens	human	5021	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.5021	industrialized_human
we.hum.UK.5037.16s	ERR1385037	goodrich_2016	Homo_sapiens	Homo_sapiens	human	5037	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.5037	industrialized_human
we.hum.UK.5115.16s	ERR1385115	goodrich_2016	Homo_sapiens	Homo_sapiens	human	5115	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.5115	industrialized_human
we.hum.UK.5117.16s	ERR1385117	goodrich_2016	Homo_sapiens	Homo_sapiens	human	5117	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.5117	industrialized_human
we.hum.UK.5158.16s	ERR1385158	goodrich_2016	Homo_sapiens	Homo_sapiens	human	5158	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.5158	industrialized_human
we.hum.UK.5287.16s	ERR1385287	goodrich_2016	Homo_sapiens	Homo_sapiens	human	5287	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.5287	industrialized_human
we.hum.UK.5301.16s	ERR1385301	goodrich_2016	Homo_sapiens	Homo_sapiens	human	5301	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.5301	industrialized_human
we.hum.UK.5326.16s	ERR1385326	goodrich_2016	Homo_sapiens	Homo_sapiens	human	5326	UK	UK	UK	UK	industrialized_human	industrialized_human	16s	we.hum.UK.5326	industrialized_human
